Plantation year,Plot,canopy width 1 (cm),canopy width 2 (cm),crown area (m2),CD Chatting (m),Chatting AGB (kg),Chatting AGB (Mg/ha),Comley & McGuinness planted BGB            (kg),Comley & McGuinness planted BGB    (Mg/ha),Total tree (kg),Total tree (Mg/ha),Chatting AGC       (kg C),Chatting AGC (Mg C/ha),Comley & McGuinness planted BGC           (kg C),Comley & McGuinness planted BGC    (Mg C/ha),Total tree (kg C),Total tree (Mg C/ha),plot size (m2)
2019,3,18,15,0.021,0.17,0.034,0.002,0.031,0.002,0.064,0.004,0.016,0.001,0.012,0.001,0.028,0.002,153.938
2019,4,15,18,0.021,0.17,0.034,0.002,0.031,0.002,0.064,0.004,0.016,0.001,0.012,0.001,0.028,0.002,153.938
2020,8,18,15,0.021,0.17,0.034,0.002,0.031,0.002,0.064,0.004,0.016,0.001,0.012,0.001,0.028,0.002,153.938
2020,10,18,15,0.021,0.17,0.034,0.002,0.031,0.002,0.064,0.004,0.016,0.001,0.012,0.001,0.028,0.002,153.938
2020,24,18,15,0.021,0.17,0.034,0.002,0.031,0.002,0.064,0.004,0.016,0.001,0.012,0.001,0.028,0.002,153.938
2020,29,15,18,0.021,0.17,0.034,0.002,0.031,0.002,0.064,0.004,0.016,0.001,0.012,0.001,0.028,0.002,153.938
2020,29,15,18,0.021,0.17,0.034,0.002,0.031,0.002,0.064,0.004,0.016,0.001,0.012,0.001,0.028,0.002,153.938
2020,34,18,15,0.021,0.17,0.034,0.002,0.031,0.002,0.064,0.004,0.016,0.001,0.012,0.001,0.028,0.002,153.938
2020,37,18,15,0.021,0.17,0.034,0.002,0.031,0.002,0.064,0.004,0.016,0.001,0.012,0.001,0.028,0.002,153.938
2020,40,21,12,0.021,0.17,0.034,0.002,0.031,0.002,0.064,0.004,0.016,0.001,0.012,0.001,0.028,0.002,153.938
2017,16,16,16,0.020,0.16,0.031,0.002,0.029,0.002,0.060,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2017,16,19,13,0.020,0.16,0.031,0.002,0.029,0.002,0.060,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2017,26,17,15,0.020,0.16,0.031,0.002,0.029,0.002,0.060,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2017,26,15,17,0.020,0.16,0.031,0.002,0.029,0.002,0.060,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2017,28,13,19,0.020,0.16,0.031,0.002,0.029,0.002,0.060,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2017,33,17,15,0.020,0.16,0.031,0.002,0.029,0.002,0.060,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2017,33,21,11,0.020,0.16,0.031,0.002,0.029,0.002,0.060,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2017,33,20,12,0.020,0.16,0.031,0.002,0.029,0.002,0.060,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2017,34,18,14,0.020,0.16,0.031,0.002,0.029,0.002,0.060,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2017,34,21,11,0.020,0.16,0.031,0.002,0.029,0.002,0.060,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2017,34,21,11,0.020,0.16,0.031,0.002,0.029,0.002,0.060,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2017,35,18,14,0.020,0.16,0.031,0.002,0.029,0.002,0.060,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2020,9,18,14,0.020,0.16,0.031,0.002,0.029,0.002,0.060,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2020,9,20,12,0.020,0.16,0.031,0.002,0.029,0.002,0.060,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2020,13,22,10,0.020,0.16,0.031,0.002,0.029,0.002,0.060,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2020,15,18,14,0.020,0.16,0.031,0.002,0.029,0.002,0.060,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2020,17,16,16,0.020,0.16,0.031,0.002,0.029,0.002,0.060,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2020,23,17,15,0.020,0.16,0.031,0.002,0.029,0.002,0.060,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2020,23,15,17,0.020,0.16,0.031,0.002,0.029,0.002,0.060,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2020,23,20,12,0.020,0.16,0.031,0.002,0.029,0.002,0.060,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2020,23,17,15,0.020,0.16,0.031,0.002,0.029,0.002,0.060,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2020,25,22,10,0.020,0.16,0.031,0.002,0.029,0.002,0.060,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2020,26,24,8,0.020,0.16,0.031,0.002,0.029,0.002,0.060,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2020,27,15,17,0.020,0.16,0.031,0.002,0.029,0.002,0.060,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2020,29,16,16,0.020,0.16,0.031,0.002,0.029,0.002,0.060,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2020,34,22,10,0.020,0.16,0.031,0.002,0.029,0.002,0.060,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2020,35,17,15,0.020,0.16,0.031,0.002,0.029,0.002,0.060,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2020,38,10,22,0.020,0.16,0.031,0.002,0.029,0.002,0.060,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2020,39,14,18,0.020,0.16,0.031,0.002,0.029,0.002,0.060,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2020,39,17,15,0.020,0.16,0.031,0.002,0.029,0.002,0.060,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2020,40,23,9,0.020,0.16,0.031,0.002,0.029,0.002,0.060,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2020,41,18,14,0.020,0.16,0.031,0.002,0.029,0.002,0.060,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2010,1,17,14,0.019,0.16,0.029,0.002,0.027,0.002,0.056,0.004,0.014,0.001,0.011,0.001,0.025,0.002,153.938
2010,1,17,14,0.019,0.16,0.029,0.002,0.027,0.002,0.056,0.004,0.014,0.001,0.011,0.001,0.025,0.002,153.938
2017,17,3,28,0.019,0.16,0.029,0.002,0.027,0.002,0.056,0.004,0.014,0.001,0.011,0.001,0.025,0.002,153.938
2019,8,17,14,0.019,0.16,0.029,0.002,0.027,0.002,0.056,0.004,0.014,0.001,0.011,0.001,0.025,0.002,153.938
2020,1,17,14,0.019,0.16,0.029,0.002,0.027,0.002,0.056,0.004,0.014,0.001,0.011,0.001,0.025,0.002,153.938
2020,8,17,14,0.019,0.16,0.029,0.002,0.027,0.002,0.056,0.004,0.014,0.001,0.011,0.001,0.025,0.002,153.938
2020,12,14,17,0.019,0.16,0.029,0.002,0.027,0.002,0.056,0.004,0.014,0.001,0.011,0.001,0.025,0.002,153.938
2020,23,14,17,0.019,0.16,0.029,0.002,0.027,0.002,0.056,0.004,0.014,0.001,0.011,0.001,0.025,0.002,153.938
2010,2,12,19,0.019,0.16,0.029,0.002,0.027,0.002,0.056,0.004,0.014,0.001,0.011,0.001,0.025,0.002,153.938
2010,7,12,19,0.019,0.16,0.029,0.002,0.027,0.002,0.056,0.004,0.014,0.001,0.011,0.001,0.025,0.002,153.938
2017,19,9,22,0.019,0.16,0.029,0.002,0.027,0.002,0.056,0.004,0.014,0.001,0.011,0.001,0.025,0.002,153.938
2017,34,18,13,0.019,0.16,0.029,0.002,0.027,0.002,0.056,0.004,0.014,0.001,0.011,0.001,0.025,0.002,153.938
2020,11,20,11,0.019,0.16,0.029,0.002,0.027,0.002,0.056,0.004,0.014,0.001,0.011,0.001,0.025,0.002,153.938
2020,14,16,15,0.019,0.16,0.029,0.002,0.027,0.002,0.056,0.004,0.014,0.001,0.011,0.001,0.025,0.002,153.938
2020,19,20,11,0.019,0.16,0.029,0.002,0.027,0.002,0.056,0.004,0.014,0.001,0.011,0.001,0.025,0.002,153.938
2020,26,19,12,0.019,0.16,0.029,0.002,0.027,0.002,0.056,0.004,0.014,0.001,0.011,0.001,0.025,0.002,153.938
2020,31,16,15,0.019,0.16,0.029,0.002,0.027,0.002,0.056,0.004,0.014,0.001,0.011,0.001,0.025,0.002,153.938
2020,32,20,11,0.019,0.16,0.029,0.002,0.027,0.002,0.056,0.004,0.014,0.001,0.011,0.001,0.025,0.002,153.938
2020,40,18,13,0.019,0.16,0.029,0.002,0.027,0.002,0.056,0.004,0.014,0.001,0.011,0.001,0.025,0.002,153.938
2020,40,21,10,0.019,0.16,0.029,0.002,0.027,0.002,0.056,0.004,0.014,0.001,0.011,0.001,0.025,0.002,153.938
2017,26,13,17,0.018,0.15,0.027,0.002,0.025,0.002,0.053,0.003,0.013,0.001,0.010,0.001,0.023,0.001,153.938
2017,27,17,13,0.018,0.15,0.027,0.002,0.025,0.002,0.053,0.003,0.013,0.001,0.010,0.001,0.023,0.001,153.938
2017,35,15,15,0.018,0.15,0.027,0.002,0.025,0.002,0.053,0.003,0.013,0.001,0.010,0.001,0.023,0.001,153.938
2019,4,16,14,0.018,0.15,0.027,0.002,0.025,0.002,0.053,0.003,0.013,0.001,0.010,0.001,0.023,0.001,153.938
2019,6,12,18,0.018,0.15,0.027,0.002,0.025,0.002,0.053,0.003,0.013,0.001,0.010,0.001,0.023,0.001,153.938
2020,8,17,13,0.018,0.15,0.027,0.002,0.025,0.002,0.053,0.003,0.013,0.001,0.010,0.001,0.023,0.001,153.938
2020,8,14,16,0.018,0.15,0.027,0.002,0.025,0.002,0.053,0.003,0.013,0.001,0.010,0.001,0.023,0.001,153.938
2020,9,16,14,0.018,0.15,0.027,0.002,0.025,0.002,0.053,0.003,0.013,0.001,0.010,0.001,0.023,0.001,153.938
2020,9,16,14,0.018,0.15,0.027,0.002,0.025,0.002,0.053,0.003,0.013,0.001,0.010,0.001,0.023,0.001,153.938
2020,12,20,10,0.018,0.15,0.027,0.002,0.025,0.002,0.053,0.003,0.013,0.001,0.010,0.001,0.023,0.001,153.938
2020,13,22,8,0.018,0.15,0.027,0.002,0.025,0.002,0.053,0.003,0.013,0.001,0.010,0.001,0.023,0.001,153.938
2020,14,19,11,0.018,0.15,0.027,0.002,0.025,0.002,0.053,0.003,0.013,0.001,0.010,0.001,0.023,0.001,153.938
2020,15,14,16,0.018,0.15,0.027,0.002,0.025,0.002,0.053,0.003,0.013,0.001,0.010,0.001,0.023,0.001,153.938
2020,15,20,10,0.018,0.15,0.027,0.002,0.025,0.002,0.053,0.003,0.013,0.001,0.010,0.001,0.023,0.001,153.938
2020,17,21,9,0.018,0.15,0.027,0.002,0.025,0.002,0.053,0.003,0.013,0.001,0.010,0.001,0.023,0.001,153.938
2020,23,13,17,0.018,0.15,0.027,0.002,0.025,0.002,0.053,0.003,0.013,0.001,0.010,0.001,0.023,0.001,153.938
2020,23,15,15,0.018,0.15,0.027,0.002,0.025,0.002,0.053,0.003,0.013,0.001,0.010,0.001,0.023,0.001,153.938
2020,23,18,12,0.018,0.15,0.027,0.002,0.025,0.002,0.053,0.003,0.013,0.001,0.010,0.001,0.023,0.001,153.938
2020,23,17,13,0.018,0.15,0.027,0.002,0.025,0.002,0.053,0.003,0.013,0.001,0.010,0.001,0.023,0.001,153.938
2020,26,16,14,0.018,0.15,0.027,0.002,0.025,0.002,0.053,0.003,0.013,0.001,0.010,0.001,0.023,0.001,153.938
2020,30,10,20,0.018,0.15,0.027,0.002,0.025,0.002,0.053,0.003,0.013,0.001,0.010,0.001,0.023,0.001,153.938
2020,31,18,12,0.018,0.15,0.027,0.002,0.025,0.002,0.053,0.003,0.013,0.001,0.010,0.001,0.023,0.001,153.938
2020,32,17,13,0.018,0.15,0.027,0.002,0.025,0.002,0.053,0.003,0.013,0.001,0.010,0.001,0.023,0.001,153.938
2020,39,19,11,0.018,0.15,0.027,0.002,0.025,0.002,0.053,0.003,0.013,0.001,0.010,0.001,0.023,0.001,153.938
2020,39,18,12,0.018,0.15,0.027,0.002,0.025,0.002,0.053,0.003,0.013,0.001,0.010,0.001,0.023,0.001,153.938
2010,6,10,19,0.017,0.15,0.025,0.002,0.023,0.002,0.049,0.003,0.012,0.001,0.009,0.001,0.021,0.001,153.938
2010,6,19,10,0.017,0.15,0.025,0.002,0.023,0.002,0.049,0.003,0.012,0.001,0.009,0.001,0.021,0.001,153.938
2010,6,12,17,0.017,0.15,0.025,0.002,0.023,0.002,0.049,0.003,0.012,0.001,0.009,0.001,0.021,0.001,153.938
2017,13,17,12,0.017,0.15,0.025,0.002,0.023,0.002,0.049,0.003,0.012,0.001,0.009,0.001,0.021,0.001,153.938
2017,17,12,17,0.017,0.15,0.025,0.002,0.023,0.002,0.049,0.003,0.012,0.001,0.009,0.001,0.021,0.001,153.938
2017,17,15,14,0.017,0.15,0.025,0.002,0.023,0.002,0.049,0.003,0.012,0.001,0.009,0.001,0.021,0.001,153.938
2017,25,17,12,0.017,0.15,0.025,0.002,0.023,0.002,0.049,0.003,0.012,0.001,0.009,0.001,0.021,0.001,153.938
2017,33,12,17,0.017,0.15,0.025,0.002,0.023,0.002,0.049,0.003,0.012,0.001,0.009,0.001,0.021,0.001,153.938
2017,34,23,6,0.017,0.15,0.025,0.002,0.023,0.002,0.049,0.003,0.012,0.001,0.009,0.001,0.021,0.001,153.938
2017,35,15,14,0.017,0.15,0.025,0.002,0.023,0.002,0.049,0.003,0.012,0.001,0.009,0.001,0.021,0.001,153.938
2017,35,12,17,0.017,0.15,0.025,0.002,0.023,0.002,0.049,0.003,0.012,0.001,0.009,0.001,0.021,0.001,153.938
2019,4,18,11,0.017,0.15,0.025,0.002,0.023,0.002,0.049,0.003,0.012,0.001,0.009,0.001,0.021,0.001,153.938
2019,7,21,8,0.017,0.15,0.025,0.002,0.023,0.002,0.049,0.003,0.012,0.001,0.009,0.001,0.021,0.001,153.938
2020,8,14,15,0.017,0.15,0.025,0.002,0.023,0.002,0.049,0.003,0.012,0.001,0.009,0.001,0.021,0.001,153.938
2020,8,18,11,0.017,0.15,0.025,0.002,0.023,0.002,0.049,0.003,0.012,0.001,0.009,0.001,0.021,0.001,153.938
2020,9,15,14,0.017,0.15,0.025,0.002,0.023,0.002,0.049,0.003,0.012,0.001,0.009,0.001,0.021,0.001,153.938
2020,12,14,15,0.017,0.15,0.025,0.002,0.023,0.002,0.049,0.003,0.012,0.001,0.009,0.001,0.021,0.001,153.938
2020,15,16,13,0.017,0.15,0.025,0.002,0.023,0.002,0.049,0.003,0.012,0.001,0.009,0.001,0.021,0.001,153.938
2020,17,16,13,0.017,0.15,0.025,0.002,0.023,0.002,0.049,0.003,0.012,0.001,0.009,0.001,0.021,0.001,153.938
2020,23,16,13,0.017,0.15,0.025,0.002,0.023,0.002,0.049,0.003,0.012,0.001,0.009,0.001,0.021,0.001,153.938
2020,23,14,15,0.017,0.15,0.025,0.002,0.023,0.002,0.049,0.003,0.012,0.001,0.009,0.001,0.021,0.001,153.938
2020,23,17,12,0.017,0.15,0.025,0.002,0.023,0.002,0.049,0.003,0.012,0.001,0.009,0.001,0.021,0.001,153.938
2020,23,15,14,0.017,0.15,0.025,0.002,0.023,0.002,0.049,0.003,0.012,0.001,0.009,0.001,0.021,0.001,153.938
2020,26,8,21,0.017,0.15,0.025,0.002,0.023,0.002,0.049,0.003,0.012,0.001,0.009,0.001,0.021,0.001,153.938
2020,26,13,16,0.017,0.15,0.025,0.002,0.023,0.002,0.049,0.003,0.012,0.001,0.009,0.001,0.021,0.001,153.938
2020,39,19,10,0.017,0.15,0.025,0.002,0.023,0.002,0.049,0.003,0.012,0.001,0.009,0.001,0.021,0.001,153.938
2020,40,18,11,0.017,0.15,0.025,0.002,0.023,0.002,0.049,0.003,0.012,0.001,0.009,0.001,0.021,0.001,153.938
2020,40,17,12,0.017,0.15,0.025,0.002,0.023,0.002,0.049,0.003,0.012,0.001,0.009,0.001,0.021,0.001,153.938
2020,42,21,8,0.017,0.15,0.025,0.002,0.023,0.002,0.049,0.003,0.012,0.001,0.009,0.001,0.021,0.001,153.938
2020,46,13,16,0.017,0.15,0.025,0.002,0.023,0.002,0.049,0.003,0.012,0.001,0.009,0.001,0.021,0.001,153.938
2010,7,15,13,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.020,0.001,153.938
2017,29,9,19,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.020,0.001,153.938
2017,35,16,12,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.020,0.001,153.938
2017,35,12,16,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.020,0.001,153.938
2019,4,14,14,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.020,0.001,153.938
2019,7,12,16,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.020,0.001,153.938
2020,7,20,8,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.020,0.001,153.938
2020,8,16,12,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.020,0.001,153.938
2020,9,16,12,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.020,0.001,153.938
2020,9,15,13,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.020,0.001,153.938
2020,12,19,9,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.020,0.001,153.938
2020,14,18,10,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.020,0.001,153.938
2020,17,16,12,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.020,0.001,153.938
2020,17,19,9,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.020,0.001,153.938
2020,22,17,11,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.020,0.001,153.938
2020,23,12,16,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.020,0.001,153.938
2020,23,15,13,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.020,0.001,153.938
2020,23,12,16,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.020,0.001,153.938
2020,23,10,18,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.020,0.001,153.938
2020,29,13,15,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.020,0.001,153.938
2020,29,10,18,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.020,0.001,153.938
2020,29,15,13,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.020,0.001,153.938
2020,31,16,12,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.020,0.001,153.938
2020,31,17,11,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.020,0.001,153.938
2020,31,15,13,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.020,0.001,153.938
2020,31,15,13,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.020,0.001,153.938
2020,34,19,9,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.020,0.001,153.938
2020,37,17,11,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.020,0.001,153.938
2020,40,19,9,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.020,0.001,153.938
2020,40,12,16,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.020,0.001,153.938
2017,16,17,10,0.014,0.14,0.022,0.001,0.020,0.001,0.042,0.003,0.010,0.001,0.008,0.001,0.018,0.001,153.938
2017,17,17,10,0.014,0.14,0.022,0.001,0.020,0.001,0.042,0.003,0.010,0.001,0.008,0.001,0.018,0.001,153.938
2017,19,20,7,0.014,0.14,0.022,0.001,0.020,0.001,0.042,0.003,0.010,0.001,0.008,0.001,0.018,0.001,153.938
2017,25,17,10,0.014,0.14,0.022,0.001,0.020,0.001,0.042,0.003,0.010,0.001,0.008,0.001,0.018,0.001,153.938
2017,33,14,13,0.014,0.14,0.022,0.001,0.020,0.001,0.042,0.003,0.010,0.001,0.008,0.001,0.018,0.001,153.938
2017,34,12,15,0.014,0.14,0.022,0.001,0.020,0.001,0.042,0.003,0.010,0.001,0.008,0.001,0.018,0.001,153.938
2019,1,14,13,0.014,0.14,0.022,0.001,0.020,0.001,0.042,0.003,0.010,0.001,0.008,0.001,0.018,0.001,153.938
2019,3,10,17,0.014,0.14,0.022,0.001,0.020,0.001,0.042,0.003,0.010,0.001,0.008,0.001,0.018,0.001,153.938
2019,6,10,17,0.014,0.14,0.022,0.001,0.020,0.001,0.042,0.003,0.010,0.001,0.008,0.001,0.018,0.001,153.938
2020,7,25,2,0.014,0.14,0.022,0.001,0.020,0.001,0.042,0.003,0.010,0.001,0.008,0.001,0.018,0.001,153.938
2020,8,15,12,0.014,0.14,0.022,0.001,0.020,0.001,0.042,0.003,0.010,0.001,0.008,0.001,0.018,0.001,153.938
2020,9,13,14,0.014,0.14,0.022,0.001,0.020,0.001,0.042,0.003,0.010,0.001,0.008,0.001,0.018,0.001,153.938
2020,9,14,13,0.014,0.14,0.022,0.001,0.020,0.001,0.042,0.003,0.010,0.001,0.008,0.001,0.018,0.001,153.938
2020,9,10,17,0.014,0.14,0.022,0.001,0.020,0.001,0.042,0.003,0.010,0.001,0.008,0.001,0.018,0.001,153.938
2020,9,10,17,0.014,0.14,0.022,0.001,0.020,0.001,0.042,0.003,0.010,0.001,0.008,0.001,0.018,0.001,153.938
2020,13,17,10,0.014,0.14,0.022,0.001,0.020,0.001,0.042,0.003,0.010,0.001,0.008,0.001,0.018,0.001,153.938
2020,21,17,10,0.014,0.14,0.022,0.001,0.020,0.001,0.042,0.003,0.010,0.001,0.008,0.001,0.018,0.001,153.938
2020,23,14,13,0.014,0.14,0.022,0.001,0.020,0.001,0.042,0.003,0.010,0.001,0.008,0.001,0.018,0.001,153.938
2020,23,15,12,0.014,0.14,0.022,0.001,0.020,0.001,0.042,0.003,0.010,0.001,0.008,0.001,0.018,0.001,153.938
2020,23,17,10,0.014,0.14,0.022,0.001,0.020,0.001,0.042,0.003,0.010,0.001,0.008,0.001,0.018,0.001,153.938
2020,23,12,15,0.014,0.14,0.022,0.001,0.020,0.001,0.042,0.003,0.010,0.001,0.008,0.001,0.018,0.001,153.938
2020,23,12,15,0.014,0.14,0.022,0.001,0.020,0.001,0.042,0.003,0.010,0.001,0.008,0.001,0.018,0.001,153.938
2020,23,18,9,0.014,0.14,0.022,0.001,0.020,0.001,0.042,0.003,0.010,0.001,0.008,0.001,0.018,0.001,153.938
2020,23,10,17,0.014,0.14,0.022,0.001,0.020,0.001,0.042,0.003,0.010,0.001,0.008,0.001,0.018,0.001,153.938
2020,26,24,3,0.014,0.14,0.022,0.001,0.020,0.001,0.042,0.003,0.010,0.001,0.008,0.001,0.018,0.001,153.938
2020,27,16,11,0.014,0.14,0.022,0.001,0.020,0.001,0.042,0.003,0.010,0.001,0.008,0.001,0.018,0.001,153.938
2020,30,17,10,0.014,0.14,0.022,0.001,0.020,0.001,0.042,0.003,0.010,0.001,0.008,0.001,0.018,0.001,153.938
2020,31,15,12,0.014,0.14,0.022,0.001,0.020,0.001,0.042,0.003,0.010,0.001,0.008,0.001,0.018,0.001,153.938
2020,34,14,13,0.014,0.14,0.022,0.001,0.020,0.001,0.042,0.003,0.010,0.001,0.008,0.001,0.018,0.001,153.938
2020,39,15,12,0.014,0.14,0.022,0.001,0.020,0.001,0.042,0.003,0.010,0.001,0.008,0.001,0.018,0.001,153.938
2020,39,17,10,0.014,0.14,0.022,0.001,0.020,0.001,0.042,0.003,0.010,0.001,0.008,0.001,0.018,0.001,153.938
2020,39,17,10,0.014,0.14,0.022,0.001,0.020,0.001,0.042,0.003,0.010,0.001,0.008,0.001,0.018,0.001,153.938
2020,39,13,14,0.014,0.14,0.022,0.001,0.020,0.001,0.042,0.003,0.010,0.001,0.008,0.001,0.018,0.001,153.938
2020,45,12,15,0.014,0.14,0.022,0.001,0.020,0.001,0.042,0.003,0.010,0.001,0.008,0.001,0.018,0.001,153.938
2010,3,15,11,0.013,0.13,0.020,0.001,0.019,0.001,0.039,0.003,0.010,0.001,0.007,0.000,0.017,0.001,153.938
2017,8,16,10,0.013,0.13,0.020,0.001,0.019,0.001,0.039,0.003,0.010,0.001,0.007,0.000,0.017,0.001,153.938
2017,23,17,9,0.013,0.13,0.020,0.001,0.019,0.001,0.039,0.003,0.010,0.001,0.007,0.000,0.017,0.001,153.938
2017,34,18,8,0.013,0.13,0.020,0.001,0.019,0.001,0.039,0.003,0.010,0.001,0.007,0.000,0.017,0.001,153.938
2017,34,14,12,0.013,0.13,0.020,0.001,0.019,0.001,0.039,0.003,0.010,0.001,0.007,0.000,0.017,0.001,153.938
2019,3,12,14,0.013,0.13,0.020,0.001,0.019,0.001,0.039,0.003,0.010,0.001,0.007,0.000,0.017,0.001,153.938
2020,9,10,16,0.013,0.13,0.020,0.001,0.019,0.001,0.039,0.003,0.010,0.001,0.007,0.000,0.017,0.001,153.938
2020,11,17,9,0.013,0.13,0.020,0.001,0.019,0.001,0.039,0.003,0.010,0.001,0.007,0.000,0.017,0.001,153.938
2020,15,13,13,0.013,0.13,0.020,0.001,0.019,0.001,0.039,0.003,0.010,0.001,0.007,0.000,0.017,0.001,153.938
2020,23,14,12,0.013,0.13,0.020,0.001,0.019,0.001,0.039,0.003,0.010,0.001,0.007,0.000,0.017,0.001,153.938
2020,26,12,14,0.013,0.13,0.020,0.001,0.019,0.001,0.039,0.003,0.010,0.001,0.007,0.000,0.017,0.001,153.938
2020,26,19,7,0.013,0.13,0.020,0.001,0.019,0.001,0.039,0.003,0.010,0.001,0.007,0.000,0.017,0.001,153.938
2020,26,15,11,0.013,0.13,0.020,0.001,0.019,0.001,0.039,0.003,0.010,0.001,0.007,0.000,0.017,0.001,153.938
2020,29,16,10,0.013,0.13,0.020,0.001,0.019,0.001,0.039,0.003,0.010,0.001,0.007,0.000,0.017,0.001,153.938
2020,39,14,12,0.013,0.13,0.020,0.001,0.019,0.001,0.039,0.003,0.010,0.001,0.007,0.000,0.017,0.001,153.938
2020,40,15,11,0.013,0.13,0.020,0.001,0.019,0.001,0.039,0.003,0.010,0.001,0.007,0.000,0.017,0.001,153.938
2010,4,12,13,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0.000,0.016,0.001,153.938
2010,7,15,10,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0.000,0.016,0.001,153.938
